,image
378,ISIC_2020_Train_DICOM_corrected/train/ISIC_2856658.dcm
379,ISIC_2020_Train_DICOM_corrected/train/ISIC_3264367.dcm
380,ISIC_2020_Train_DICOM_corrected/train/ISIC_8925378.dcm
381,ISIC_2020_Train_DICOM_corrected/train/ISIC_8348066.dcm
382,ISIC_2020_Train_DICOM_corrected/train/ISIC_0943089.dcm
383,ISIC_2020_Train_DICOM_corrected/train/ISIC_3194171.dcm
384,ISIC_2020_Train_DICOM_corrected/train/ISIC_1910158.dcm
385,ISIC_2020_Train_DICOM_corrected/train/ISIC_8621002.dcm
386,ISIC_2020_Train_DICOM_corrected/train/ISIC_1972082.dcm
387,ISIC_2020_Train_DICOM_corrected/train/ISIC_5099193.dcm
388,ISIC_2020_Train_DICOM_corrected/train/ISIC_5573340.dcm
389,ISIC_2020_Train_DICOM_corrected/train/ISIC_7780812.dcm
390,ISIC_2020_Train_DICOM_corrected/train/ISIC_4583929.dcm
391,ISIC_2020_Train_DICOM_corrected/train/ISIC_7340112.dcm
392,ISIC_2020_Train_DICOM_corrected/train/ISIC_2215830.dcm
393,ISIC_2020_Train_DICOM_corrected/train/ISIC_6145764.dcm
394,ISIC_2020_Train_DICOM_corrected/train/ISIC_3944634.dcm
395,ISIC_2020_Train_DICOM_corrected/train/ISIC_8002875.dcm
396,ISIC_2020_Train_DICOM_corrected/train/ISIC_9960584.dcm
397,ISIC_2020_Train_DICOM_corrected/train/ISIC_3617229.dcm
398,ISIC_2020_Train_DICOM_corrected/train/ISIC_8092647.dcm
399,ISIC_2020_Train_DICOM_corrected/train/ISIC_3677945.dcm
400,ISIC_2020_Train_DICOM_corrected/train/ISIC_7616427.dcm
401,ISIC_2020_Train_DICOM_corrected/train/ISIC_4892817.dcm
402,ISIC_2020_Train_DICOM_corrected/train/ISIC_1983754.dcm
403,ISIC_2020_Train_DICOM_corrected/train/ISIC_8212986.dcm
404,ISIC_2020_Train_DICOM_corrected/train/ISIC_3428742.dcm
405,ISIC_2020_Train_DICOM_corrected/train/ISIC_4743874.dcm
406,ISIC_2020_Train_DICOM_corrected/train/ISIC_6713263.dcm
407,ISIC_2020_Train_DICOM_corrected/train/ISIC_0684995.dcm
408,ISIC_2020_Train_DICOM_corrected/train/ISIC_5408489.dcm
409,ISIC_2020_Train_DICOM_corrected/train/ISIC_7697445.dcm
410,ISIC_2020_Train_DICOM_corrected/train/ISIC_0982046.dcm
411,ISIC_2020_Train_DICOM_corrected/train/ISIC_4407024.dcm
412,ISIC_2020_Train_DICOM_corrected/train/ISIC_3175241.dcm
413,ISIC_2020_Train_DICOM_corrected/train/ISIC_3555654.dcm
414,ISIC_2020_Train_DICOM_corrected/train/ISIC_7889727.dcm
415,ISIC_2020_Train_DICOM_corrected/train/ISIC_7555662.dcm
416,ISIC_2020_Train_DICOM_corrected/train/ISIC_7826557.dcm
417,ISIC_2020_Train_DICOM_corrected/train/ISIC_1353094.dcm
418,ISIC_2020_Train_DICOM_corrected/train/ISIC_3000569.dcm
419,ISIC_2020_Train_DICOM_corrected/train/ISIC_4950467.dcm
420,ISIC_2020_Train_DICOM_corrected/train/ISIC_7918817.dcm
421,ISIC_2020_Train_DICOM_corrected/train/ISIC_8952288.dcm
422,ISIC_2020_Train_DICOM_corrected/train/ISIC_0456905.dcm
423,ISIC_2020_Train_DICOM_corrected/train/ISIC_5251729.dcm
424,ISIC_2020_Train_DICOM_corrected/train/ISIC_4249893.dcm
425,ISIC_2020_Train_DICOM_corrected/train/ISIC_9143077.dcm
426,ISIC_2020_Train_DICOM_corrected/train/ISIC_0533122.dcm
427,ISIC_2020_Train_DICOM_corrected/train/ISIC_6977581.dcm
428,ISIC_2020_Train_DICOM_corrected/train/ISIC_6846447.dcm
429,ISIC_2020_Train_DICOM_corrected/train/ISIC_6615566.dcm
430,ISIC_2020_Train_DICOM_corrected/train/ISIC_6860222.dcm
431,ISIC_2020_Train_DICOM_corrected/train/ISIC_7702857.dcm
432,ISIC_2020_Train_DICOM_corrected/train/ISIC_1487510.dcm
433,ISIC_2020_Train_DICOM_corrected/train/ISIC_3832316.dcm
434,ISIC_2020_Train_DICOM_corrected/train/ISIC_8732572.dcm
435,ISIC_2020_Train_DICOM_corrected/train/ISIC_3971830.dcm
436,ISIC_2020_Train_DICOM_corrected/train/ISIC_6363173.dcm
437,ISIC_2020_Train_DICOM_corrected/train/ISIC_3274023.dcm
438,ISIC_2020_Train_DICOM_corrected/train/ISIC_1485969.dcm
439,ISIC_2020_Train_DICOM_corrected/train/ISIC_1202976.dcm
440,ISIC_2020_Train_DICOM_corrected/train/ISIC_3365320.dcm
441,ISIC_2020_Train_DICOM_corrected/train/ISIC_8366005.dcm
442,ISIC_2020_Train_DICOM_corrected/train/ISIC_0651760.dcm
443,ISIC_2020_Train_DICOM_corrected/train/ISIC_4741420.dcm
444,ISIC_2020_Train_DICOM_corrected/train/ISIC_8909545.dcm
445,ISIC_2020_Train_DICOM_corrected/train/ISIC_9104843.dcm
446,ISIC_2020_Train_DICOM_corrected/train/ISIC_5541028.dcm
447,ISIC_2020_Train_DICOM_corrected/train/ISIC_5443845.dcm
448,ISIC_2020_Train_DICOM_corrected/train/ISIC_1797104.dcm
449,ISIC_2020_Train_DICOM_corrected/train/ISIC_9654389.dcm
450,ISIC_2020_Train_DICOM_corrected/train/ISIC_1107521.dcm
451,ISIC_2020_Train_DICOM_corrected/train/ISIC_3272526.dcm
452,ISIC_2020_Train_DICOM_corrected/train/ISIC_5148474.dcm
453,ISIC_2020_Train_DICOM_corrected/train/ISIC_5680271.dcm
454,ISIC_2020_Train_DICOM_corrected/train/ISIC_0536454.dcm
455,ISIC_2020_Train_DICOM_corrected/train/ISIC_2092685.dcm
456,ISIC_2020_Train_DICOM_corrected/train/ISIC_6548307.dcm
457,ISIC_2020_Train_DICOM_corrected/train/ISIC_4425322.dcm
458,ISIC_2020_Train_DICOM_corrected/train/ISIC_4589123.dcm
459,ISIC_2020_Train_DICOM_corrected/train/ISIC_4952515.dcm
460,ISIC_2020_Train_DICOM_corrected/train/ISIC_1479949.dcm
461,ISIC_2020_Train_DICOM_corrected/train/ISIC_8568772.dcm
462,ISIC_2020_Train_DICOM_corrected/train/ISIC_3445801.dcm
463,ISIC_2020_Train_DICOM_corrected/train/ISIC_2194936.dcm
464,ISIC_2020_Train_DICOM_corrected/train/ISIC_0311853.dcm
465,ISIC_2020_Train_DICOM_corrected/train/ISIC_7259980.dcm
466,ISIC_2020_Train_DICOM_corrected/train/ISIC_6168754.dcm
467,ISIC_2020_Train_DICOM_corrected/train/ISIC_8504479.dcm
468,ISIC_2020_Train_DICOM_corrected/train/ISIC_9416522.dcm
469,ISIC_2020_Train_DICOM_corrected/train/ISIC_8092018.dcm
470,ISIC_2020_Train_DICOM_corrected/train/ISIC_1726444.dcm
471,ISIC_2020_Train_DICOM_corrected/train/ISIC_7293349.dcm
472,ISIC_2020_Train_DICOM_corrected/train/ISIC_5357160.dcm
473,ISIC_2020_Train_DICOM_corrected/train/ISIC_1976135.dcm
474,ISIC_2020_Train_DICOM_corrected/train/ISIC_5377977.dcm
475,ISIC_2020_Train_DICOM_corrected/train/ISIC_6571305.dcm
476,ISIC_2020_Train_DICOM_corrected/train/ISIC_4084878.dcm
477,ISIC_2020_Train_DICOM_corrected/train/ISIC_5362869.dcm
478,ISIC_2020_Train_DICOM_corrected/train/ISIC_4393733.dcm
479,ISIC_2020_Train_DICOM_corrected/train/ISIC_9127114.dcm
480,ISIC_2020_Train_DICOM_corrected/train/ISIC_2316159.dcm
481,ISIC_2020_Train_DICOM_corrected/train/ISIC_5863681.dcm
482,ISIC_2020_Train_DICOM_corrected/train/ISIC_3198731.dcm
483,ISIC_2020_Train_DICOM_corrected/train/ISIC_7838524.dcm
484,ISIC_2020_Train_DICOM_corrected/train/ISIC_5351167.dcm
485,ISIC_2020_Train_DICOM_corrected/train/ISIC_0584566.dcm
486,ISIC_2020_Train_DICOM_corrected/train/ISIC_8088939.dcm
487,ISIC_2020_Train_DICOM_corrected/train/ISIC_3058800.dcm
488,ISIC_2020_Train_DICOM_corrected/train/ISIC_6316546.dcm
489,ISIC_2020_Train_DICOM_corrected/train/ISIC_7866488.dcm
490,ISIC_2020_Train_DICOM_corrected/train/ISIC_4298309.dcm
491,ISIC_2020_Train_DICOM_corrected/train/ISIC_7685237.dcm
492,ISIC_2020_Train_DICOM_corrected/train/ISIC_2487173.dcm
493,ISIC_2020_Train_DICOM_corrected/train/ISIC_5174617.dcm
494,ISIC_2020_Train_DICOM_corrected/train/ISIC_9578941.dcm
495,ISIC_2020_Train_DICOM_corrected/train/ISIC_7216769.dcm
496,ISIC_2020_Train_DICOM_corrected/train/ISIC_6383949.dcm
497,ISIC_2020_Train_DICOM_corrected/train/ISIC_7021038.dcm
498,ISIC_2020_Train_DICOM_corrected/train/ISIC_1949526.dcm
499,ISIC_2020_Train_DICOM_corrected/train/ISIC_2351999.dcm
500,ISIC_2020_Train_DICOM_corrected/train/ISIC_4344995.dcm
501,ISIC_2020_Train_DICOM_corrected/train/ISIC_9469918.dcm
502,ISIC_2020_Train_DICOM_corrected/train/ISIC_5790534.dcm
503,ISIC_2020_Train_DICOM_corrected/train/ISIC_5776477.dcm
504,ISIC_2020_Train_DICOM_corrected/train/ISIC_5443837.dcm
505,ISIC_2020_Train_DICOM_corrected/train/ISIC_1674126.dcm
506,ISIC_2020_Train_DICOM_corrected/train/ISIC_2779433.dcm
507,ISIC_2020_Train_DICOM_corrected/train/ISIC_3920298.dcm
508,ISIC_2020_Train_DICOM_corrected/train/ISIC_1265382.dcm
509,ISIC_2020_Train_DICOM_corrected/train/ISIC_5814177.dcm
510,ISIC_2020_Train_DICOM_corrected/train/ISIC_1202785.dcm
511,ISIC_2020_Train_DICOM_corrected/train/ISIC_4401524.dcm
512,ISIC_2020_Train_DICOM_corrected/train/ISIC_6687278.dcm
513,ISIC_2020_Train_DICOM_corrected/train/ISIC_5669294.dcm
514,ISIC_2020_Train_DICOM_corrected/train/ISIC_0645834.dcm
515,ISIC_2020_Train_DICOM_corrected/train/ISIC_5484270.dcm
516,ISIC_2020_Train_DICOM_corrected/train/ISIC_3956848.dcm
517,ISIC_2020_Train_DICOM_corrected/train/ISIC_3072311.dcm
518,ISIC_2020_Train_DICOM_corrected/train/ISIC_1747531.dcm
519,ISIC_2020_Train_DICOM_corrected/train/ISIC_9671443.dcm
520,ISIC_2020_Train_DICOM_corrected/train/ISIC_8936977.dcm
521,ISIC_2020_Train_DICOM_corrected/train/ISIC_8499414.dcm
522,ISIC_2020_Train_DICOM_corrected/train/ISIC_3907800.dcm
523,ISIC_2020_Train_DICOM_corrected/train/ISIC_2537540.dcm
524,ISIC_2020_Train_DICOM_corrected/train/ISIC_7460111.dcm
525,ISIC_2020_Train_DICOM_corrected/train/ISIC_9927490.dcm
526,ISIC_2020_Train_DICOM_corrected/train/ISIC_6353219.dcm
527,ISIC_2020_Train_DICOM_corrected/train/ISIC_0515851.dcm
528,ISIC_2020_Train_DICOM_corrected/train/ISIC_7353761.dcm
529,ISIC_2020_Train_DICOM_corrected/train/ISIC_0945332.dcm
530,ISIC_2020_Train_DICOM_corrected/train/ISIC_8758963.dcm
531,ISIC_2020_Train_DICOM_corrected/train/ISIC_3689266.dcm
532,ISIC_2020_Train_DICOM_corrected/train/ISIC_0467724.dcm
533,ISIC_2020_Train_DICOM_corrected/train/ISIC_4233755.dcm
534,ISIC_2020_Train_DICOM_corrected/train/ISIC_6877295.dcm
535,ISIC_2020_Train_DICOM_corrected/train/ISIC_1466047.dcm
536,ISIC_2020_Train_DICOM_corrected/train/ISIC_2801819.dcm
537,ISIC_2020_Train_DICOM_corrected/train/ISIC_2632683.dcm
538,ISIC_2020_Train_DICOM_corrected/train/ISIC_1864858.dcm
539,ISIC_2020_Train_DICOM_corrected/train/ISIC_7843804.dcm
540,ISIC_2020_Train_DICOM_corrected/train/ISIC_8383631.dcm
541,ISIC_2020_Train_DICOM_corrected/train/ISIC_1894133.dcm
542,ISIC_2020_Train_DICOM_corrected/train/ISIC_3810274.dcm
543,ISIC_2020_Train_DICOM_corrected/train/ISIC_2458845.dcm
544,ISIC_2020_Train_DICOM_corrected/train/ISIC_8197677.dcm
545,ISIC_2020_Train_DICOM_corrected/train/ISIC_1616451.dcm
546,ISIC_2020_Train_DICOM_corrected/train/ISIC_5041398.dcm
547,ISIC_2020_Train_DICOM_corrected/train/ISIC_4319874.dcm
548,ISIC_2020_Train_DICOM_corrected/train/ISIC_5552066.dcm
549,ISIC_2020_Train_DICOM_corrected/train/ISIC_5646067.dcm
550,ISIC_2020_Train_DICOM_corrected/train/ISIC_7637801.dcm
551,ISIC_2020_Train_DICOM_corrected/train/ISIC_7534592.dcm
552,ISIC_2020_Train_DICOM_corrected/train/ISIC_6486966.dcm
553,ISIC_2020_Train_DICOM_corrected/train/ISIC_5149162.dcm
554,ISIC_2020_Train_DICOM_corrected/train/ISIC_3251421.dcm
555,ISIC_2020_Train_DICOM_corrected/train/ISIC_9059686.dcm
556,ISIC_2020_Train_DICOM_corrected/train/ISIC_6580386.dcm
557,ISIC_2020_Train_DICOM_corrected/train/ISIC_9870573.dcm
558,ISIC_2020_Train_DICOM_corrected/train/ISIC_2915747.dcm
559,ISIC_2020_Train_DICOM_corrected/train/ISIC_6317610.dcm
560,ISIC_2020_Train_DICOM_corrected/train/ISIC_1043313.dcm
561,ISIC_2020_Train_DICOM_corrected/train/ISIC_5558657.dcm
562,ISIC_2020_Train_DICOM_corrected/train/ISIC_2307760.dcm
563,ISIC_2020_Train_DICOM_corrected/train/ISIC_2751294.dcm
564,ISIC_2020_Train_DICOM_corrected/train/ISIC_2482667.dcm
565,ISIC_2020_Train_DICOM_corrected/train/ISIC_0452459.dcm
566,ISIC_2020_Train_DICOM_corrected/train/ISIC_2677873.dcm
567,ISIC_2020_Train_DICOM_corrected/train/ISIC_6767772.dcm
568,ISIC_2020_Train_DICOM_corrected/train/ISIC_2251844.dcm
569,ISIC_2020_Train_DICOM_corrected/train/ISIC_5553007.dcm
570,ISIC_2020_Train_DICOM_corrected/train/ISIC_2093777.dcm
571,ISIC_2020_Train_DICOM_corrected/train/ISIC_0884550.dcm
572,ISIC_2020_Train_DICOM_corrected/train/ISIC_6201199.dcm
573,ISIC_2020_Train_DICOM_corrected/train/ISIC_1323775.dcm
574,ISIC_2020_Train_DICOM_corrected/train/ISIC_6223322.dcm
575,ISIC_2020_Train_DICOM_corrected/train/ISIC_1065160.dcm
576,ISIC_2020_Train_DICOM_corrected/train/ISIC_2244719.dcm
577,ISIC_2020_Train_DICOM_corrected/train/ISIC_6993830.dcm
578,ISIC_2020_Train_DICOM_corrected/train/ISIC_3950408.dcm
579,ISIC_2020_Train_DICOM_corrected/train/ISIC_2502377.dcm
580,ISIC_2020_Train_DICOM_corrected/train/ISIC_1680600.dcm
581,ISIC_2020_Train_DICOM_corrected/train/ISIC_5492318.dcm
582,ISIC_2020_Train_DICOM_corrected/train/ISIC_3459448.dcm
583,ISIC_2020_Train_DICOM_corrected/train/ISIC_9491685.dcm
584,ISIC_2020_Train_DICOM_corrected/train/ISIC_2239046.dcm
585,ISIC_2020_Train_DICOM_corrected/train/ISIC_0943299.dcm
586,ISIC_2020_Train_DICOM_corrected/train/ISIC_2927587.dcm
587,ISIC_2020_Train_DICOM_corrected/train/ISIC_5368668.dcm
588,ISIC_2020_Train_DICOM_corrected/train/ISIC_0280603.dcm
589,ISIC_2020_Train_DICOM_corrected/train/ISIC_9522255.dcm
590,ISIC_2020_Train_DICOM_corrected/train/ISIC_1925590.dcm
591,ISIC_2020_Train_DICOM_corrected/train/ISIC_4162354.dcm
592,ISIC_2020_Train_DICOM_corrected/train/ISIC_3687263.dcm
593,ISIC_2020_Train_DICOM_corrected/train/ISIC_3763008.dcm
594,ISIC_2020_Train_DICOM_corrected/train/ISIC_5410481.dcm
595,ISIC_2020_Train_DICOM_corrected/train/ISIC_8909868.dcm
596,ISIC_2020_Train_DICOM_corrected/train/ISIC_5866523.dcm
597,ISIC_2020_Train_DICOM_corrected/train/ISIC_8321316.dcm
598,ISIC_2020_Train_DICOM_corrected/train/ISIC_7268123.dcm
599,ISIC_2020_Train_DICOM_corrected/train/ISIC_4434221.dcm
600,ISIC_2020_Train_DICOM_corrected/train/ISIC_7179363.dcm
601,ISIC_2020_Train_DICOM_corrected/train/ISIC_1964243.dcm
602,ISIC_2020_Train_DICOM_corrected/train/ISIC_5398613.dcm
603,ISIC_2020_Train_DICOM_corrected/train/ISIC_6715805.dcm
604,ISIC_2020_Train_DICOM_corrected/train/ISIC_9880108.dcm
605,ISIC_2020_Train_DICOM_corrected/train/ISIC_3599367.dcm
606,ISIC_2020_Train_DICOM_corrected/train/ISIC_3264992.dcm
607,ISIC_2020_Train_DICOM_corrected/train/ISIC_4665178.dcm
608,ISIC_2020_Train_DICOM_corrected/train/ISIC_3430311.dcm
609,ISIC_2020_Train_DICOM_corrected/train/ISIC_3277722.dcm
610,ISIC_2020_Train_DICOM_corrected/train/ISIC_5666345.dcm
611,ISIC_2020_Train_DICOM_corrected/train/ISIC_5378363.dcm
612,ISIC_2020_Train_DICOM_corrected/train/ISIC_5972994.dcm
613,ISIC_2020_Train_DICOM_corrected/train/ISIC_2234076.dcm
614,ISIC_2020_Train_DICOM_corrected/train/ISIC_1196660.dcm
615,ISIC_2020_Train_DICOM_corrected/train/ISIC_9740352.dcm
616,ISIC_2020_Train_DICOM_corrected/train/ISIC_5914315.dcm
617,ISIC_2020_Train_DICOM_corrected/train/ISIC_3752588.dcm
618,ISIC_2020_Train_DICOM_corrected/train/ISIC_2736793.dcm
619,ISIC_2020_Train_DICOM_corrected/train/ISIC_3204009.dcm
620,ISIC_2020_Train_DICOM_corrected/train/ISIC_1184373.dcm
621,ISIC_2020_Train_DICOM_corrected/train/ISIC_6931024.dcm
622,ISIC_2020_Train_DICOM_corrected/train/ISIC_8003465.dcm
623,ISIC_2020_Train_DICOM_corrected/train/ISIC_8832341.dcm
624,ISIC_2020_Train_DICOM_corrected/train/ISIC_8423312.dcm
625,ISIC_2020_Train_DICOM_corrected/train/ISIC_6501071.dcm
626,ISIC_2020_Train_DICOM_corrected/train/ISIC_9136423.dcm
627,ISIC_2020_Train_DICOM_corrected/train/ISIC_2841861.dcm
628,ISIC_2020_Train_DICOM_corrected/train/ISIC_1104171.dcm
629,ISIC_2020_Train_DICOM_corrected/train/ISIC_4542516.dcm
630,ISIC_2020_Train_DICOM_corrected/train/ISIC_7292533.dcm
631,ISIC_2020_Train_DICOM_corrected/train/ISIC_4462621.dcm
632,ISIC_2020_Train_DICOM_corrected/train/ISIC_8352418.dcm
633,ISIC_2020_Train_DICOM_corrected/train/ISIC_2496053.dcm
634,ISIC_2020_Train_DICOM_corrected/train/ISIC_0255508.dcm
635,ISIC_2020_Train_DICOM_corrected/train/ISIC_2118473.dcm
636,ISIC_2020_Train_DICOM_corrected/train/ISIC_6680649.dcm
637,ISIC_2020_Train_DICOM_corrected/train/ISIC_1886719.dcm
638,ISIC_2020_Train_DICOM_corrected/train/ISIC_0580068.dcm
639,ISIC_2020_Train_DICOM_corrected/train/ISIC_6316043.dcm
640,ISIC_2020_Train_DICOM_corrected/train/ISIC_5271811.dcm
641,ISIC_2020_Train_DICOM_corrected/train/ISIC_6285925.dcm
642,ISIC_2020_Train_DICOM_corrected/train/ISIC_9217405.dcm
643,ISIC_2020_Train_DICOM_corrected/train/ISIC_4919947.dcm
644,ISIC_2020_Train_DICOM_corrected/train/ISIC_8832903.dcm
645,ISIC_2020_Train_DICOM_corrected/train/ISIC_8262345.dcm
646,ISIC_2020_Train_DICOM_corrected/train/ISIC_2476422.dcm
647,ISIC_2020_Train_DICOM_corrected/train/ISIC_0273594.dcm
648,ISIC_2020_Train_DICOM_corrected/train/ISIC_3503289.dcm
649,ISIC_2020_Train_DICOM_corrected/train/ISIC_8423248.dcm
650,ISIC_2020_Train_DICOM_corrected/train/ISIC_0947409.dcm
651,ISIC_2020_Train_DICOM_corrected/train/ISIC_6444989.dcm
652,ISIC_2020_Train_DICOM_corrected/train/ISIC_3586824.dcm
653,ISIC_2020_Train_DICOM_corrected/train/ISIC_7730443.dcm
654,ISIC_2020_Train_DICOM_corrected/train/ISIC_9628370.dcm
655,ISIC_2020_Train_DICOM_corrected/train/ISIC_5484426.dcm
656,ISIC_2020_Train_DICOM_corrected/train/ISIC_3657408.dcm
657,ISIC_2020_Train_DICOM_corrected/train/ISIC_4289906.dcm
658,ISIC_2020_Train_DICOM_corrected/train/ISIC_6938682.dcm
659,ISIC_2020_Train_DICOM_corrected/train/ISIC_9116179.dcm
660,ISIC_2020_Train_DICOM_corrected/train/ISIC_0091559.dcm
661,ISIC_2020_Train_DICOM_corrected/train/ISIC_2566319.dcm
662,ISIC_2020_Train_DICOM_corrected/train/ISIC_5834451.dcm
663,ISIC_2020_Train_DICOM_corrected/train/ISIC_8356384.dcm
664,ISIC_2020_Train_DICOM_corrected/train/ISIC_8969855.dcm
665,ISIC_2020_Train_DICOM_corrected/train/ISIC_6010241.dcm
666,ISIC_2020_Train_DICOM_corrected/train/ISIC_1014701.dcm
667,ISIC_2020_Train_DICOM_corrected/train/ISIC_8811120.dcm
668,ISIC_2020_Train_DICOM_corrected/train/ISIC_6140335.dcm
669,ISIC_2020_Train_DICOM_corrected/train/ISIC_7529560.dcm
670,ISIC_2020_Train_DICOM_corrected/train/ISIC_6638065.dcm
671,ISIC_2020_Train_DICOM_corrected/train/ISIC_9606109.dcm
672,ISIC_2020_Train_DICOM_corrected/train/ISIC_7803290.dcm
673,ISIC_2020_Train_DICOM_corrected/train/ISIC_8737794.dcm
674,ISIC_2020_Train_DICOM_corrected/train/ISIC_3783114.dcm
675,ISIC_2020_Train_DICOM_corrected/train/ISIC_7904411.dcm
676,ISIC_2020_Train_DICOM_corrected/train/ISIC_2732720.dcm
677,ISIC_2020_Train_DICOM_corrected/train/ISIC_2588140.dcm
678,ISIC_2020_Train_DICOM_corrected/train/ISIC_8325198.dcm
679,ISIC_2020_Train_DICOM_corrected/train/ISIC_0486516.dcm
680,ISIC_2020_Train_DICOM_corrected/train/ISIC_2057729.dcm
681,ISIC_2020_Train_DICOM_corrected/train/ISIC_4777949.dcm
682,ISIC_2020_Train_DICOM_corrected/train/ISIC_6244808.dcm
683,ISIC_2020_Train_DICOM_corrected/train/ISIC_0476011.dcm
684,ISIC_2020_Train_DICOM_corrected/train/ISIC_9574101.dcm
685,ISIC_2020_Train_DICOM_corrected/train/ISIC_1222640.dcm
686,ISIC_2020_Train_DICOM_corrected/train/ISIC_1788671.dcm
687,ISIC_2020_Train_DICOM_corrected/train/ISIC_8778648.dcm
688,ISIC_2020_Train_DICOM_corrected/train/ISIC_5255175.dcm
689,ISIC_2020_Train_DICOM_corrected/train/ISIC_0136526.dcm
690,ISIC_2020_Train_DICOM_corrected/train/ISIC_4035030.dcm
691,ISIC_2020_Train_DICOM_corrected/train/ISIC_4781205.dcm
692,ISIC_2020_Train_DICOM_corrected/train/ISIC_7284607.dcm
693,ISIC_2020_Train_DICOM_corrected/train/ISIC_9764868.dcm
694,ISIC_2020_Train_DICOM_corrected/train/ISIC_2178689.dcm
695,ISIC_2020_Train_DICOM_corrected/train/ISIC_0840295.dcm
696,ISIC_2020_Train_DICOM_corrected/train/ISIC_2823929.dcm
697,ISIC_2020_Train_DICOM_corrected/train/ISIC_8659639.dcm
698,ISIC_2020_Train_DICOM_corrected/train/ISIC_6089318.dcm
699,ISIC_2020_Train_DICOM_corrected/train/ISIC_7682984.dcm
700,ISIC_2020_Train_DICOM_corrected/train/ISIC_7953081.dcm
701,ISIC_2020_Train_DICOM_corrected/train/ISIC_6910060.dcm
702,ISIC_2020_Train_DICOM_corrected/train/ISIC_7333167.dcm
703,ISIC_2020_Train_DICOM_corrected/train/ISIC_0846915.dcm
704,ISIC_2020_Train_DICOM_corrected/train/ISIC_6851717.dcm
705,ISIC_2020_Train_DICOM_corrected/train/ISIC_4648971.dcm
706,ISIC_2020_Train_DICOM_corrected/train/ISIC_9071884.dcm
707,ISIC_2020_Train_DICOM_corrected/train/ISIC_9241732.dcm
708,ISIC_2020_Train_DICOM_corrected/train/ISIC_4903900.dcm
709,ISIC_2020_Train_DICOM_corrected/train/ISIC_3909443.dcm
710,ISIC_2020_Train_DICOM_corrected/train/ISIC_6425608.dcm
711,ISIC_2020_Train_DICOM_corrected/train/ISIC_5051907.dcm
712,ISIC_2020_Train_DICOM_corrected/train/ISIC_3597812.dcm
713,ISIC_2020_Train_DICOM_corrected/train/ISIC_9527051.dcm
714,ISIC_2020_Train_DICOM_corrected/train/ISIC_3602706.dcm
715,ISIC_2020_Train_DICOM_corrected/train/ISIC_9072167.dcm
716,ISIC_2020_Train_DICOM_corrected/train/ISIC_2524113.dcm
717,ISIC_2020_Train_DICOM_corrected/train/ISIC_1481147.dcm
718,ISIC_2020_Train_DICOM_corrected/train/ISIC_8635020.dcm
719,ISIC_2020_Train_DICOM_corrected/train/ISIC_5014425.dcm
720,ISIC_2020_Train_DICOM_corrected/train/ISIC_0747101.dcm
721,ISIC_2020_Train_DICOM_corrected/train/ISIC_7869953.dcm
722,ISIC_2020_Train_DICOM_corrected/train/ISIC_0486478.dcm
723,ISIC_2020_Train_DICOM_corrected/train/ISIC_4041793.dcm
724,ISIC_2020_Train_DICOM_corrected/train/ISIC_4148086.dcm
725,ISIC_2020_Train_DICOM_corrected/train/ISIC_8525845.dcm
726,ISIC_2020_Train_DICOM_corrected/train/ISIC_5803620.dcm
727,ISIC_2020_Train_DICOM_corrected/train/ISIC_8105853.dcm
728,ISIC_2020_Train_DICOM_corrected/train/ISIC_3412216.dcm
729,ISIC_2020_Train_DICOM_corrected/train/ISIC_0508937.dcm
730,ISIC_2020_Train_DICOM_corrected/train/ISIC_3437943.dcm
731,ISIC_2020_Train_DICOM_corrected/train/ISIC_2947038.dcm
732,ISIC_2020_Train_DICOM_corrected/train/ISIC_4952227.dcm
733,ISIC_2020_Train_DICOM_corrected/train/ISIC_8968625.dcm
734,ISIC_2020_Train_DICOM_corrected/train/ISIC_5721717.dcm
735,ISIC_2020_Train_DICOM_corrected/train/ISIC_5709145.dcm
736,ISIC_2020_Train_DICOM_corrected/train/ISIC_0770861.dcm
737,ISIC_2020_Train_DICOM_corrected/train/ISIC_3948221.dcm
738,ISIC_2020_Train_DICOM_corrected/train/ISIC_7216585.dcm
739,ISIC_2020_Train_DICOM_corrected/train/ISIC_3513288.dcm
740,ISIC_2020_Train_DICOM_corrected/train/ISIC_3003779.dcm
741,ISIC_2020_Train_DICOM_corrected/train/ISIC_0525687.dcm
742,ISIC_2020_Train_DICOM_corrected/train/ISIC_3567385.dcm
743,ISIC_2020_Train_DICOM_corrected/train/ISIC_0354123.dcm
744,ISIC_2020_Train_DICOM_corrected/train/ISIC_2741857.dcm
745,ISIC_2020_Train_DICOM_corrected/train/ISIC_6370977.dcm
746,ISIC_2020_Train_DICOM_corrected/train/ISIC_6926118.dcm
747,ISIC_2020_Train_DICOM_corrected/train/ISIC_2562444.dcm
748,ISIC_2020_Train_DICOM_corrected/train/ISIC_6721280.dcm
749,ISIC_2020_Train_DICOM_corrected/train/ISIC_1357175.dcm
750,ISIC_2020_Train_DICOM_corrected/train/ISIC_6126004.dcm
751,ISIC_2020_Train_DICOM_corrected/train/ISIC_9466790.dcm
752,ISIC_2020_Train_DICOM_corrected/train/ISIC_8490701.dcm
753,ISIC_2020_Train_DICOM_corrected/train/ISIC_9473016.dcm
754,ISIC_2020_Train_DICOM_corrected/train/ISIC_3522554.dcm
755,ISIC_2020_Train_DICOM_corrected/train/ISIC_6056692.dcm
